Vehicle,Price,Year,Manufacturer,Model,Condition,Cylinders,Fuel,Odometer,Transmission,Drive,Type,Paint,State
13955,5000,1995,chevrolet,camaro z28,excellent,8,gas,140000,automatic,rwd,coupe,green,fl
13956,18999,2011,ford,ranger slash 34.0 4 x4,excellent,6,gas,79475,automatic,rwd,truck,black,fl
13957,8350,2004,ford,expedition,excellent,8,gas,153000,automatic,4wd,SUV,blue,fl
13958,25995,2018,volkswagen,tiguan,like new,4,gas,27206,automatic,fwd,SUV,white,fl
13959,16995,2011,bmw,x6,excellent,8,gas,107766,automatic,4wd,SUV,silver,fl
13960,26995,2016,bmw,x1,excellent,4,gas,36229,automatic,4wd,SUV,black,fl
13961,35999,2018,chevrolet,camaro,excellent,8,gas,51699,automatic,rwd,coupe,grey,fl
13962,29995,2018,bmw,x1,like new,4,gas,13628,automatic,4wd,SUV,black,fl
13963,65500,2018,ford,f-250 king ranch,like new,8,diesel,53335,automatic,4wd,truck,white,fl
13964,9750,2001,ford,f250 xlt,excellent,8,diesel,126000,automatic,rwd,truck,red,fl
13965,3500,2003,toyota,carolla,good,4,gas,199500,automatic,fwd,sedan,white,fl
13966,1650,2007,nissan,murano,good,6,gas,160000,automatic,fwd,SUV,silver,fl
13967,14900,2005,ford,f-150 supercrew lariat 4x4,excellent,8,gas,128879,automatic,4wd,truck,black,fl
13968,2500,1998,ford,ranger xlt,good,4,gas,178000,manual,rwd,truck,black,fl
13969,5000,2007,chrysler,town and country,excellent,6,gas,148000,automatic,fwd,mini-van,blue,fl
13970,4000,2002,ford,ranger,good,6,gas,169000,automatic,rwd,truck,white,fl
13971,13900,2016,kia,optima sx turbo,excellent,4,gas,144068,automatic,fwd,sedan,white,fl
13972,14900,2008,chevrolet,silverado lt 1500,excellent,8,gas,156475,automatic,rwd,truck,grey,fl
13973,7499,2011,audi,a4 2.0t,excellent,4,gas,134384,automatic,fwd,sedan,white,fl
13974,16000,1974,volkswagen,thing,good,4,gas,5000,manual,rwd,convertible,orange,fl
13975,26500,2013,ford,f-150 xlt 4x4,excellent,6,gas,126510,automatic,4wd,truck,green,fl
13976,1900,2001,buick,century limited,good,6,gas,49528,automatic,fwd,sedan,brown,fl
13977,19700,2012,ford,f-150 fx2,excellent,8,gas,116985,automatic,rwd,truck,grey,fl
13978,2500,2001,honda,accord 4-door sedan,good,4,gas,180000,automatic,fwd,sedan,green,fl
13979,13999,2017,kia,soul plus,excellent,4,gas,68056,automatic,fwd,SUV,white,fl
13980,4600,2006,volvo,s60 2.5 t,like new,5,gas,124876,automatic,fwd,sedan,white,fl
13981,13500,2011,toyota,tacoma truck 4x4,excellent,4,gas,166102,automatic,4wd,truck,silver,fl
13982,9400,2015,ford,fusion se,excellent,4,gas,124624,automatic,fwd,sedan,black,fl
13983,21700,2010,chevrolet,silverado 1500 ltz 4x4,excellent,8,gas,124248,automatic,4wd,truck,red,fl
13984,7999,2005,chevrolet,impala ls,excellent,6,gas,58124,automatic,fwd,sedan,brown,fl
13985,8500,1986,chevrolet,el camino,good,6,gas,87000,automatic,rwd,truck,blue,fl
13986,6900,2008,chrysler,aspen limited,excellent,8,gas,135000,automatic,4wd,SUV,white,fl
13987,5900,2010,mitsubishi,outlander es,good,4,gas,123370,automatic,fwd,SUV,black,fl
13988,5500,2004,honda,accord ex-l,excellent,4,gas,146700,automatic,fwd,sedan,silver,fl
13989,4500,1989,jeep,cherokee carryall,excellent,6,gas,200000,manual,rwd,SUV,silver,fl
13990,3900,2003,cadillac,deville,excellent,8,gas,113000,automatic,fwd,sedan,silver,fl
13991,14500,2006,ford,f350,good,8,diesel,125999,automatic,rwd,truck,white,fl
13992,3500,2000,chevrolet,s10,good,4,gas,999999,automatic,rwd,truck,silver,fl
13993,1500,2001,ford,f-150,good,6,gas,150000,automatic,4wd,truck,grey,fl
13994,2300,1996,ford,econoline cargo van,excellent,6,gas,70000,automatic,rwd,truck,green,fl
13995,7500,2007,ford,explorer sport trac,like new,6,gas,138000,automatic,rwd,truck,brown,fl
13996,28000,2014,ford,f-150,excellent,8,gas,105500,automatic,rwd,truck,white,fl
13997,39000,2018,chevrolet,silverado 2500hd,excellent,8,diesel,159240,automatic,4wd,truck,black,fl
13998,2400,1999,mercedes-benz,benz,excellent,6,diesel,224000,automatic,rwd,sedan,silver,fl
13999,26700,2013,chevrolet,silverado 1500 ltz,excellent,8,gas,52279,automatic,4wd,truck,red,fl
14000,20999,2015,infiniti,qx60,excellent,6,gas,74927,automatic,4wd,wagon,silver,fl
14001,80999,2020,dodge,charger,excellent,8,gas,4148,automatic,rwd,sedan,black,fl
14002,3000,2006,honda,civic,good,4,gas,107000,automatic,fwd,sedan,blue,fl
14003,11499,2016,kia,soul,good,4,gas,85578,automatic,fwd,SUV,grey,fl
14004,11999,2015,volkswagen,passat,excellent,4,gas,103090,automatic,fwd,sedan,black,fl
14005,6999,2000,mercury,grand marquis,good,8,gas,62457,automatic,rwd,sedan,white,fl
14006,9599,2013,chevrolet,impala,excellent,6,gas,106206,automatic,fwd,sedan,white,fl
14007,16999,2008,ford,f-250 super duty,good,8,gas,103698,automatic,rwd,truck,white,fl
14008,5999,2001,nissan,frontier ext cab xe,excellent,4,gas,159104,automatic,rwd,truck,brown,fl
14009,6999,2008,chevrolet,trail blazer ls,excellent,6,gas,137415,automatic,rwd,SUV,silver,fl
14010,12999,2006,chevrolet,silverado 2500 hd,like new,8,gas,141912,automatic,rwd,truck,red,fl
14011,2995,2000,honda,civic,excellent,4,gas,203423,automatic,fwd,coupe,white,fl
14012,19950,2005,ram,1500,excellent,8,gas,67000,automatic,rwd,truck,black,fl
14013,8950,2003,toyota,tacoma prerunner,excellent,6,gas,262223,automatic,rwd,SUV,silver,fl
14014,13000,2002,toyota,tacoma 4x4,good,6,gas,224000,automatic,4wd,truck,white,fl
14015,1500,1998,chevrolet,suburban 1500,good,8,gas,204000,automatic,rwd,truck,white,fl
14016,22500,2015,dodge,durango limited,excellent,6,gas,89068,automatic,4wd,SUV,silver,fl
14017,16999,2017,dodge,grand caravan,excellent,6,gas,48232,automatic,rwd,van,black,fl
14018,27700,2008,ford,f-250 king ranch,excellent,8,diesel,94651,automatic,4wd,truck,brown,fl
14019,4300,2002,mercedes-benz,benz c300,excellent,4,gas,75000,automatic,rwd,coupe,red,fl
14020,26900,2012,ford,f-150 platinum 4x4,excellent,6,gas,136741,automatic,4wd,truck,black,fl
14021,27900,2014,ford,f-150 platinum 4wd,excellent,6,gas,132902,automatic,4wd,truck,black,fl
14022,6999,2012,lincoln,mkz,excellent,6,gas,155000,automatic,fwd,sedan,black,fl
14023,5890,2003,lincoln,navigator 4wd,excellent,8,gas,144105,automatic,rwd,SUV,white,fl
14024,6890,2005,ford,expedition xlt 4x4,excellent,8,gas,164202,automatic,4wd,SUV,silver,fl
14025,4800,2006,chevrolet,silverado,good,8,gas,260600,automatic,rwd,truck,white,fl
14026,5500,2012,kia,soul,excellent,4,gas,163431,automatic,fwd,hatchback,silver,fl
14027,9500,2000,toyota,tacoma 4x4,excellent,4,gas,211000,manual,4wd,truck,blue,fl
14028,15500,2008,jeep,wrangler unlimited,good,6,gas,170000,manual,rwd,convertible,black,fl
14029,9000,2007,ford,explorer sport trac,excellent,6,gas,138000,automatic,rwd,truck,brown,fl
14030,2900,2005,ford,ranger edge,good,6,gas,269000,manual,rwd,truck,silver,fl
14031,9950,2008,honda,ridgeline,like new,6,gas,188742,automatic,4wd,truck,silver,fl
14032,33000,2016,ram,1500 big horn,excellent,8,gas,66700,automatic,4wd,truck,black,fl
14033,5950,2012,chevrolet,cruze,excellent,4,gas,89796,automatic,fwd,sedan,silver,fl
14034,16246,2018,mitsubishi,outlander sport,excellent,4,gas,24410,automatic,4wd,SUV,grey,fl
14035,7999,2006,lexus,ls430,like new,8,gas,141500,automatic,rwd,sedan,white,fl
14036,5500,1984,chevrolet,corvette,good,8,gas,48000,automatic,rwd,hatchback,blue,fl
14037,10000,1995,ford,mustang 5.0,good,8,gas,118000,manual,rwd,coupe,red,fl
14038,6499,2007,ford,econoline e-350 xlt,good,8,gas,211615,automatic,rwd,van,white,fl
14039,7500,2007,ram,1500 st,excellent,6,gas,118000,manual,rwd,truck,red,fl
14040,17000,1990,chevrolet,k5 blazer,like new,8,gas,168098,automatic,4wd,SUV,grey,fl
14041,5900,1993,chevrolet,camaro,good,6,gas,56000,automatic,rwd,coupe,purple,fl
14042,12999,1997,ford,f150 3dr ext,good,8,gas,188352,automatic,4wd,truck,white,fl
14043,13999,2004,ram,1500 slt,excellent,8,gas,115625,automatic,rwd,truck,black,fl
14044,11999,2007,ford,explorer sport trac,excellent,6,gas,114655,automatic,4wd,truck,brown,fl
14045,6990,2008,ram,1500,good,8,gas,233871,automatic,4wd,truck,black,fl
14046,15995,2006,toyota,tundra,like new,8,gas,131041,automatic,rwd,truck,black,fl
14047,4495,2007,chevrolet,aveo,good,4,gas,74933,automatic,fwd,mini-van,blue,fl
14048,6995,2007,chrysler,town & country,like new,6,gas,64397,automatic,fwd,mini-van,blue,fl
14049,13500,2011,chrysler,town & country,good,6,gas,82755,automatic,fwd,van,red,fl
14050,3995,2005,chrysler,town & country,good,6,gas,155179,automatic,fwd,van,black,fl
14051,15495,2012,gmc,sierra,excellent,8,gas,147750,automatic,4wd,truck,silver,fl
14052,7800,2010,gmc,sierra 1500,good,8,gas,169315,automatic,rwd,truck,silver,fl
14053,5995,2003,ford,expedtion,good,8,gas,175848,automatic,rwd,SUV,green,fl
14054,11995,2012,honda,civic si,like new,4,gas,136210,manual,fwd,sedan,black,fl
14055,12995,2005,toyota,tacoma,like new,6,gas,178095,automatic,rwd,truck,white,fl
14056,9500,2012,honda,crv,good,4,gas,149553,automatic,fwd,SUV,black,fl
14057,5695,2013,chrysler,town & country,good,6,gas,216790,automatic,fwd,wagon,blue,fl
14058,10895,2011,toyota,sienna xle limited awd,like new,6,gas,181940,automatic,4wd,van,silver,fl
14059,12000,2011,volkswagen,gti 2.0t,excellent,4,gas,86000,manual,fwd,coupe,silver,fl
14060,5999,2005,ram,1500 slt,good,8,gas,156501,automatic,rwd,truck,red,fl
14061,6995,2015,dodge,dart,like new,4,gas,82776,automatic,fwd,sedan,black,fl
14062,13495,2009,ford,econoline,like new,8,gas,124486,automatic,rwd,van,white,fl
14063,4995,2005,hyundai,sonata gls,like new,6,gas,61035,automatic,fwd,sedan,white,fl
14064,5495,2005,chevrolet,cobalt,like new,4,gas,55838,automatic,fwd,sedan,white,fl
14065,3995,2004,saturn,ion,like new,4,gas,108322,automatic,fwd,sedan,white,fl
14066,895,2014,mazda,2,good,4,gas,110000,automatic,fwd,hatchback,grey,fl
14067,1295,2013,dodge,dart,good,4,gas,155115,automatic,fwd,sedan,blue,fl
14068,1895,2013,toyota,corolla,good,4,gas,83000,automatic,fwd,sedan,blue,fl
14069,1595,2009,bmw,328i,good,6,gas,133000,automatic,rwd,sedan,silver,fl
14070,1595,2013,toyota,prius,good,4,gas,113258,automatic,fwd,hatchback,blue,fl
14071,1895,2012,hyundai,veloster,excellent,4,gas,85167,automatic,fwd,hatchback,black,fl
14072,5460,2012,kia,sedona lx,good,6,gas,150284,automatic,fwd,mini-van,white,fl
14073,39700,2017,ford,f-150 xlt 4x4,like new,6,gas,31220,automatic,4wd,truck,red,fl
14074,14700,2016,kia,forte lx sedan 4d,like new,4,gas,9533,automatic,fwd,sedan,red,fl
14075,28900,2018,toyota,rav4 limited,excellent,4,hybrid,27500,automatic,4wd,SUV,white,fl
14076,31700,2014,ram,1500 longhorn limited,excellent,6,diesel,113128,automatic,4wd,truck,white,fl
14077,4800,2002,ford,f150 super crew cab 4x4,good,8,gas,230000,automatic,4wd,truck,silver,fl
14078,34900,2013,chevrolet,avalanche,excellent,8,gas,43000,automatic,4wd,truck,black,fl
14079,1650,1997,jeep,grand cherokee,good,8,gas,187414,automatic,4wd,SUV,red,fl
14080,24000,2011,bmw,m3,good,8,gas,82000,manual,rwd,convertible,blue,fl
14081,15500,2016,dodge,grand caravan,excellent,6,gas,137050,automatic,fwd,mini-van,black,fl
14082,19000,2017,dodge,charger,like new,6,gas,65000,automatic,rwd,sedan,grey,fl
14083,4999,2002,buick,lesabre ltd,like new,6,gas,106894,automatic,fwd,sedan,green,fl
14084,12999,2011,hyundai,sonata se,excellent,4,gas,79083,automatic,fwd,sedan,blue,fl
14085,11999,2011,nissan,altima 2.5 s,like new,6,gas,57353,automatic,fwd,sedan,blue,fl
14086,11999,2013,nissan,sentra sv sedan 4d,like new,4,gas,62891,automatic,fwd,sedan,black,fl
14087,7999,2003,buick,lesabre custom,like new,6,gas,46428,automatic,fwd,sedan,blue,fl
14088,5999,2011,mazda,3,good,4,gas,96408,manual,fwd,hatchback,grey,fl
14089,7299,2015,fiat,500l,good,4,gas,57244,manual,fwd,SUV,silver,fl
14090,8195,2007,lincoln,mkz,excellent,6,gas,74881,automatic,fwd,sedan,custom,fl
14091,6285,2008,lincoln,mkz,excellent,6,gas,133921,automatic,fwd,sedan,black,fl
14092,3999,2007,ford,crown victoria police,good,8,gas,156550,automatic,rwd,sedan,white,fl
14093,3500,1998,honda,civic,good,4,gas,146000,manual,fwd,coupe,silver,fl
14094,29000,2018,bmw,430i convertible,excellent,4,gas,65000,automatic,rwd,convertible,black,fl
14095,3500,2004,ford,expedition,good,8,gas,300000,automatic,rwd,SUV,red,fl
14096,44999,2018,chevrolet,camaro,like new,8,gas,12000,automatic,rwd,coupe,orange,fl
14097,5500,2000,mercedes-benz,clk 450,good,8,gas,139000,automatic,rwd,convertible,silver,fl
14098,6500,1974,jeep,cj5,good,6,gas,7095,manual,4wd,convertible,black,fl
14099,35000,1970,ford,mustang mach 1,good,8,gas,75000,automatic,rwd,coupe,blue,fl
14100,10995,2013,kia,sorento,excellent,4,gas,68380,automatic,fwd,SUV,grey,fl
14101,16000,1998,ford,mustang asc mclaren,good,8,gas,55070,automatic,rwd,convertible,white,fl
14102,15999,2006,gmc,sierra 1500 slt,excellent,8,gas,96557,automatic,4wd,truck,green,fl
14103,12500,2014,dodge,grand caravan,excellent,6,gas,165294,automatic,fwd,mini-van,white,fl
14104,17995,2010,rover,lr4,excellent,8,gas,85318,automatic,4wd,SUV,black,fl
14105,11000,2011,cadillac,cts,like new,6,gas,139000,automatic,rwd,coupe,black,fl
14106,45995,2018,bmw,7-series,like new,6,gas,30261,automatic,4wd,sedan,grey,fl
14107,4695,1999,jeep,cherokee,good,6,gas,218296,automatic,rwd,SUV,white,fl
14108,3000,1999,volkswagen,golf,excellent,4,gas,200000,manual,fwd,hatchback,silver,fl
14109,3860,2006,saturn,vue,good,6,gas,179033,automatic,fwd,SUV,silver,fl
14110,11500,2008,chrysler,town and country,excellent,6,gas,102377,automatic,fwd,mini-van,black,fl
14111,5700,2006,lincoln,town car,excellent,8,gas,115000,automatic,fwd,coupe,white,fl
14112,22300,2015,nissan,frontier sv 4x4,excellent,6,gas,73468,automatic,4wd,truck,silver,fl
14113,10500,2012,hyundai,genesis 5.0,excellent,8,gas,111000,automatic,rwd,sedan,black,fl
14114,14900,2010,ford,f-150 xlt,excellent,8,gas,164300,automatic,rwd,truck,black,fl
14115,10999,2012,honda,civic,excellent,4,gas,97829,automatic,fwd,sedan,grey,fl
14116,12999,2001,ford,ranger,excellent,6,gas,56621,automatic,rwd,truck,white,fl
14117,895,2013,chevrolet,spark lt,fair,4,gas,130000,automatic,fwd,hatchback,blue,fl
14118,5650,2012,chevrolet,impala,excellent,6,gas,90000,automatic,fwd,sedan,silver,fl
14119,2800,1998,ford,explorer,good,6,gas,220000,manual,rwd,SUV,red,fl
14120,3500,1996,chevrolet,silverado 1500,good,8,gas,146211,automatic,rwd,truck,blue,fl
14121,4200,2007,ford,ranger,good,4,gas,145000,manual,rwd,truck,white,fl
14122,10999,2008,nissan,xterra se,like new,6,gas,82736,automatic,rwd,SUV,red,fl
14123,2495,2013,toyota,corolla,good,4,gas,83000,automatic,fwd,sedan,blue,fl
14124,36700,2018,chevrolet,silverado 1500 lt,excellent,8,gas,93209,automatic,4wd,truck,white,fl
14125,28700,2016,lincoln,navigator suv,excellent,6,gas,88809,automatic,rwd,SUV,grey,fl
14126,6390,2012,subaru,forester,excellent,4,gas,109196,automatic,4wd,SUV,blue,fl
14127,9500,2013,ford,f-150,good,6,gas,92000,automatic,rwd,truck,silver,fl
14128,5500,2013,kia,rio ex,good,4,gas,81000,automatic,fwd,sedan,black,fl
14129,23700,2014,nissan,titan pro-4x,excellent,8,gas,101188,automatic,4wd,truck,red,fl
14130,29700,2014,chevrolet,silverado 1500 lt,excellent,6,gas,65550,automatic,4wd,truck,silver,fl
14131,14700,2005,ford,thunderbird convertible,excellent,8,gas,80926,automatic,rwd,convertible,silver,fl
14132,10999,2010,ford,escape se,excellent,4,gas,59051,automatic,fwd,SUV,white,fl
14133,12999,2011,jeep,grand cherokee,excellent,6,gas,117453,automatic,rwd,SUV,white,fl
14134,10999,2008,ram,1500 slt,excellent,6,gas,123652,automatic,rwd,truck,blue,fl
14135,6500,2006,ford,f250 super duty xl,good,8,diesel,230000,automatic,fwd,truck,white,fl
14136,15000,1986,ford,mustang gt,excellent,8,gas,160000,manual,rwd,coupe,red,fl
14137,11900,2007,honda,odyssey,good,6,gas,77676,automatic,fwd,mini-van,blue,fl
14138,40500,2015,toyota,tundra 1794 4x4,excellent,8,gas,94291,automatic,4wd,truck,white,fl
14139,22600,2012,ford,f-150 xlt 4x4,excellent,6,gas,98549,automatic,4wd,truck,silver,fl
14140,23999,2013,toyota,tundra 4wd truck,excellent,8,gas,41976,automatic,rwd,truck,silver,fl
14141,5600,2012,chevrolet,impala,excellent,6,gas,90000,automatic,fwd,sedan,silver,fl
14142,3995,2004,mercury,grand marquis,excellent,8,gas,138000,automatic,rwd,sedan,brown,fl
14143,18700,2012,ford,f-150 xlt,excellent,8,gas,137397,automatic,rwd,truck,black,fl
14144,33995,2017,jeep,wrangler,like new,6,gas,27741,automatic,4wd,SUV,blue,fl
14145,20995,2012,jaguar,xk,excellent,8,gas,81558,automatic,rwd,coupe,black,fl
14146,45995,2018,bmw,7-series m package,like new,6,gas,30261,automatic,4wd,sedan,grey,fl
14147,6300,2015,chevrolet,malibu,good,4,gas,157000,automatic,fwd,sedan,blue,fl
14148,5950,2004,mercedes-benz,benz slk320,good,6,gas,142600,automatic,rwd,convertible,silver,fl
14149,28500,1985,gmc,sierra 1500,excellent,8,gas,88000,automatic,rwd,truck,white,fl
14150,15900,1996,chevrolet,silverado,excellent,8,gas,118985,automatic,4wd,truck,blue,fl
14151,15900,1992,chevrolet,silverado 1500,excellent,8,gas,124390,automatic,rwd,truck,red,fl
14152,12900,2015,ford,focus,excellent,4,gas,125000,manual,fwd,hatchback,grey,fl
14153,21700,2008,jeep,wrangler rubicon,excellent,8,gas,128481,manual,4wd,SUV,blue,fl
14154,26700,2009,ford,f-250 sd king ranch,excellent,8,diesel,156178,automatic,4wd,truck,custom,fl
14155,15000,2016,bmw,528i,excellent,4,gas,139500,automatic,rwd,sedan,white,fl
14156,800,2001,jeep,grand cherokee,like new,4,gas,158000,manual,fwd,SUV,red,fl
14157,13599,2001,ford,ranger,excellent,6,gas,56621,automatic,rwd,truck,white,fl
14158,4695,2006,toyota,sienna,good,6,gas,198389,automatic,fwd,mini-van,red,fl
14159,9395,2012,kia,optima,like new,4,gas,151731,automatic,fwd,sedan,white,fl
14160,8650,2014,chrysler,town & country,excellent,6,gas,139245,automatic,fwd,sedan,silver,fl
14161,6195,2010,ford,fusion sel,like new,6,gas,125000,automatic,fwd,sedan,white,fl
14162,23000,2015,jeep,wrangler,like new,6,gas,28000,automatic,4wd,SUV,red,fl
14163,8950,2002,toyota,4runner sr5 sport,excellent,6,gas,222009,automatic,4wd,convertible,silver,fl
14164,5700,2005,mercedes-benz,benz c240 4matic,good,6,gas,104000,automatic,rwd,wagon,silver,fl
14165,15499,2003,chevrolet,express 3500,good,8,gas,94574,automatic,rwd,truck,white,fl
14166,15999,2010,ford,f150 extended 4dr,excellent,8,gas,104394,automatic,rwd,truck,black,fl
14167,8500,2001,bmw,z3,like new,4,gas,94000,automatic,fwd,convertible,black,fl
14168,14999,2006,toyota,tundra double cab,excellent,8,gas,106623,automatic,rwd,truck,red,fl
14169,2500,1998,ford,f-150,fair,8,gas,194000,automatic,4wd,truck,white,fl
14170,3999,2000,kia,sportage,excellent,4,gas,78526,automatic,fwd,SUV,purple,fl
14171,7999,2003,toyota,4runner sr5,like new,6,gas,164156,automatic,rwd,SUV,blue,fl
14172,10999,2010,dodge,dakota quad cab sport 3.7,excellent,6,gas,124251,automatic,rwd,truck,white,fl
14173,1900,2002,cadillac,seville sls,good,8,gas,130000,automatic,rwd,sedan,grey,fl
14174,10999,2006,kia,sorento exl,excellent,6,gas,69340,automatic,fwd,SUV,white,fl
14175,23380,2015,hyundai,genesis,excellent,6,gas,26314,automatic,4wd,sedan,black,fl
14176,5460,2012,kia,sedona,good,6,gas,150284,automatic,fwd,mini-van,white,fl
14177,2200,1988,chevrolet,silverado 10,fair,8,gas,144125,automatic,4wd,SUV,green,fl
14178,6799,1984,chevrolet,el camino,good,8,gas,70000,automatic,rwd,truck,white,fl
14179,22200,2013,chevrolet,silverado 1500 ltz,excellent,8,gas,138486,automatic,4wd,truck,grey,fl
14180,23900,2013,ford,f-150 xlt 4x4,excellent,6,gas,92958,automatic,4wd,truck,black,fl
14181,4295,2002,lexus,430 ls,like new,8,gas,144000,automatic,rwd,sedan,white,fl
14182,7850,2003,chevrolet,tahoe lt 4x4,good,8,gas,161904,automatic,4wd,SUV,blue,fl
14183,4750,1987,dodge,diplomat,good,8,gas,95000,automatic,rwd,sedan,silver,fl
14184,1000,2017,chevrolet,malibu 1ls,like new,4,gas,71502,automatic,fwd,sedan,white,fl
14185,3590,2004,chevrolet,trailblazer,excellent,6,gas,179000,automatic,rwd,SUV,white,fl
14186,4300,2005,kia,sedona,excellent,6,gas,130000,automatic,fwd,mini-van,green,fl
14187,12995,2007,chevrolet,suburban,good,8,gas,190081,automatic,4wd,SUV,white,fl
14188,1000,2015,jeep,renegade limited,like new,4,gas,61324,automatic,fwd,SUV,silver,fl
14189,2995,2003,ford,fo,excellent,4,gas,170000,automatic,fwd,hatchback,white,fl
14190,36900,2019,dodge,grand caravan wheelchair,excellent,6,gas,28450,automatic,fwd,mini-van,grey,fl
14191,10000,1986,chevrolet,corvette,excellent,8,gas,80200,automatic,rwd,hatchback,custom,fl
14192,10000,2012,honda,crosstour,good,6,gas,152000,automatic,4wd,SUV,black,fl
14193,4200,1976,chevrolet,camper special,good,8,gas,66000,automatic,rwd,truck,orange,fl
