Vehicle,Price,Year,Manufacturer,Model,Condition,Cylinders,Fuel,Odometer,Transmission,Drive,Type,Paint,State
13652,10000,2004,gmc,savana 3500 dual wheels,good,8,gas,117000,automatic,fwd,truck,white,dc
13653,9990,2015,nissan,altima,excellent,4,gas,108000,automatic,fwd,sedan,black,dc
13654,2000,2016,toyota,tacoma,like new,6,gas,66000,automatic,4wd,truck,red,dc
13655,17990,2013,ford,f150 super cab,excellent,8,gas,113651,automatic,4wd,truck,white,dc
13656,2000,2015,lexus,is 250,excellent,6,gas,103000,automatic,4wd,sedan,black,dc
13657,2300,2011,ford,crown victoria,excellent,8,diesel,160671,automatic,rwd,sedan,white,dc
13658,4800,2013,dodge,journey,excellent,4,gas,164773,automatic,fwd,SUV,orange,dc
13659,9000,2007,toyota,camry,good,4,gas,56000,automatic,fwd,sedan,silver,dc
13660,2995,2013,dodge,avenger sxt,good,4,gas,289000,automatic,fwd,sedan,blue,dc
13661,3725,2004,toyota,camry,good,4,gas,174746,automatic,fwd,sedan,grey,dc
13662,25000,2020,mazda,6,like new,4,gas,7500,automatic,fwd,sedan,blue,dc
13663,4400,2005,toyota,sienna,excellent,6,gas,226321,automatic,fwd,mini-van,grey,dc
13664,5900,2010,honda,odyssey lx,excellent,6,gas,152300,automatic,fwd,mini-van,silver,dc
13665,2500,2003,lexus,rx 300,fair,4,gas,250000,automatic,fwd,SUV,blue,dc
13666,2000,2002,chevrolet,suburban 1500,good,8,gas,210429,automatic,4wd,SUV,white,dc
13667,8999,2010,honda,odyssey ex l,excellent,6,gas,104806,automatic,fwd,mini-van,black,dc
13668,29990,2016,nissan,frontier crew cab pro-4x,good,6,gas,24661,automatic,4wd,truck,white,dc
13669,5300,2012,nissan,versa sv sedan 4d,excellent,4,gas,121640,automatic,fwd,sedan,blue,dc
13670,4800,2006,honda,civic lx sedan,excellent,4,gas,131800,manual,fwd,sedan,black,dc
13671,2200,2009,kia,spectra ex,good,4,gas,171500,automatic,fwd,sedan,white,dc
13672,10300,2007,lexus,is250 awd,excellent,6,gas,71011,automatic,4wd,sedan,blue,dc
13673,2500,2000,volvo,s70,excellent,5,gas,129000,automatic,fwd,sedan,silver,dc
13674,4500,2009,nissan,altima 2.5 sl,excellent,4,gas,130900,automatic,fwd,sedan,grey,dc
13675,9500,2013,toyota,camry se,excellent,4,gas,103987,automatic,fwd,sedan,black,dc
13676,6500,2011,honda,accord se,excellent,4,gas,137236,automatic,fwd,sedan,black,dc
13677,8900,2009,acura,rdx sh-awd,excellent,4,gas,98600,automatic,4wd,SUV,silver,dc
13678,6921,2005,nissan,titan,good,8,gas,192000,automatic,4wd,truck,custom,dc
13679,5500,2006,honda,civic,like new,4,gas,124272,automatic,fwd,coupe,silver,dc
13680,16000,2015,jeep,cherokee,excellent,4,gas,62800,automatic,fwd,SUV,silver,dc
13681,3900,2001,nissan,xterra,good,6,gas,156000,manual,fwd,truck,red,dc
13682,5200,2013,nissan,leaf,excellent,4,electric,51000,automatic,fwd,hatchback,silver,dc
13683,38995,2002,mercedes-benz,benz g500,good,8,gas,167138,automatic,4wd,SUV,silver,dc
13684,30000,2007,porsche,911,like new,6,gas,123000,manual,rwd,convertible,red,dc
13685,5700,2003,bmw,745li,excellent,8,gas,125000,automatic,rwd,sedan,grey,dc
13686,2800,2011,ford,fusion hybrid,good,4,hybrid,227000,automatic,fwd,sedan,silver,dc
13687,4999,2008,ford,focus ses coupe,excellent,4,gas,106324,automatic,fwd,coupe,silver,dc
13688,2600,2002,mazda,5,good,4,gas,171000,manual,fwd,wagon,white,dc
13689,7490,2009,hyundai,genesis,excellent,6,gas,83000,automatic,fwd,sedan,black,dc
13690,16990,2006,toyota,tundra sr5 4x4,excellent,8,gas,92675,automatic,4wd,truck,custom,dc
13691,2600,2001,nissan,altima,excellent,4,gas,102000,manual,fwd,sedan,blue,dc
13692,6990,2008,toyota,highlander,excellent,6,gas,217000,automatic,4wd,SUV,red,de
13693,7500,2014,chevrolet,cruze,excellent,4,gas,85000,automatic,fwd,sedan,blue,de
13694,2250,1996,ford,f-150,good,6,gas,208000,automatic,rwd,truck,blue,de
13695,4700,2006,infiniti,m35,good,6,gas,191488,automatic,4wd,sedan,white,de
13696,2000,2002,dodge,grand caravan sxt,excellent,6,gas,172122,automatic,fwd,mini-van,blue,de
13697,6000,2012,nissan,sentra,good,4,gas,85000,automatic,fwd,sedan,grey,de
13698,4450,2006,volkswagen,jetta,excellent,4,gas,155000,automatic,fwd,sedan,grey,de
13699,4000,2005,buick,century limited,like new,6,gas,130000,automatic,fwd,sedan,silver,de
13700,7200,2007,toyota,camry,good,4,gas,85700,automatic,fwd,sedan,red,de
13701,750,2006,chrysler,town & country,fair,6,gas,206000,automatic,fwd,mini-van,blue,de
13702,7300,2008,acura,mdx,excellent,6,gas,164050,automatic,4wd,SUV,white,de
13703,4900,2011,mazda,6 i grand touring,like new,4,gas,176000,manual,fwd,sedan,blue,de
13704,6900,2002,ford,f-150,excellent,6,gas,102000,automatic,rwd,truck,red,de
13705,4000,2003,toyota,highlander limited,excellent,6,gas,230202,automatic,4wd,SUV,brown,de
13706,6900,2008,nissan,pathfinder le,excellent,6,gas,176000,automatic,4wd,SUV,red,de
13707,3900,2004,volkswagen,passat gls,excellent,4,gas,183000,automatic,fwd,sedan,grey,de
13708,21500,2014,jeep,wrangler,good,6,gas,44358,automatic,4wd,truck,black,de
13709,5000,2010,gmc,terrain sle,excellent,6,gas,155000,automatic,fwd,SUV,silver,de
13710,3200,2008,jeep,grand cherokee laredo,good,6,gas,272000,automatic,4wd,SUV,grey,de
13711,4850,2007,toyota,camry,good,4,gas,147658,automatic,fwd,sedan,red,de
13712,10999,2011,honda,pilot,excellent,6,gas,144000,automatic,4wd,SUV,grey,de
13713,4999,2003,infiniti,g35,good,6,gas,212226,automatic,rwd,sedan,black,de
13714,6200,2006,buick,lacrosse,excellent,6,gas,86000,automatic,fwd,sedan,red,de
13715,11900,2000,jeep,cherokee,like new,5,gas,149000,automatic,4wd,SUV,blue,de
13716,2600,2005,jeep,liberty 4wd 4dr sport,good,6,gas,127000,automatic,4wd,SUV,blue,de
13717,27500,2014,chevrolet,silverado,like new,8,gas,76000,automatic,4wd,truck,red,de
13718,11500,2011,ford,fusion sport,like new,6,gas,97500,automatic,fwd,coupe,blue,de
13719,2800,2009,volvo,s80,good,6,gas,196000,automatic,fwd,sedan,silver,de
13720,11900,2006,dodge,dakota slt 4x4,excellent,8,gas,89400,automatic,4wd,truck,black,de
13721,1950,2003,volvo,s60,excellent,5,gas,164991,automatic,4wd,sedan,green,de
13722,2800,2005,mazda,6,excellent,4,gas,170088,automatic,fwd,sedan,grey,de
13723,7400,2012,nissan,sentra sr sedan,excellent,4,gas,79200,automatic,fwd,sedan,silver,de
13724,7775,2001,ram,1500 quad cab,excellent,8,gas,97000,automatic,4wd,truck,blue,de
13725,25990,2013,mercedes-benz,e-class e 550,good,8,gas,42045,automatic,rwd,coupe,white,de
13726,7500,2014,chrysler,200 touring,excellent,6,gas,66000,automatic,fwd,sedan,black,de
13727,7995,2010,audi,q5,good,6,gas,152030,automatic,4wd,SUV,grey,de
13728,3995,2012,mazda,mazda3,good,4,gas,164211,automatic,fwd,sedan,grey,de
13729,8395,2007,acura,mdx,good,6,gas,121444,automatic,4wd,wagon,custom,de
13730,9995,2013,hyundai,sonata,good,4,gas,91860,automatic,fwd,sedan,blue,de
13731,4995,2008,volvo,s80,good,6,gas,91008,automatic,4wd,sedan,silver,de
13732,6395,2011,honda,accord cpe,good,4,gas,133413,automatic,fwd,coupe,white,de
13733,2295,2004,infiniti,i35,good,6,gas,243029,automatic,fwd,sedan,custom,de
13734,9495,2009,audi,a5,good,6,gas,156811,automatic,fwd,coupe,grey,de
13735,1850,2006,honda,accord ex,good,6,gas,323029,manual,fwd,sedan,black,de
13736,3995,2003,dodge,dakota slt,excellent,8,gas,160988,automatic,4wd,truck,red,de
13737,3800,2004,gmc,sierra,good,8,gas,125764,automatic,4wd,truck,red,de
13738,4200,2004,ford,expedition eddie bauer,excellent,8,gas,210786,automatic,4wd,SUV,white,de
13739,5000,2005,chevrolet,astro cargo van,excellent,6,gas,174000,automatic,rwd,mini-van,white,de
13740,3800,2008,jeep,patriot,excellent,4,gas,160212,automatic,fwd,SUV,blue,de
13741,3650,2008,chevrolet,impala lt,excellent,6,gas,150288,automatic,fwd,sedan,black,de
13742,1000,2002,ford,taurus,fair,6,gas,200000,automatic,fwd,sedan,white,de
13743,8500,2010,hyundai,genesis coupe,good,4,gas,77309,automatic,rwd,coupe,blue,de
13744,8500,2009,bmw,535xi,good,6,gas,110713,automatic,4wd,wagon,blue,de
13745,3300,2008,acura,tl,good,6,gas,186000,automatic,fwd,sedan,blue,de
13746,2450,2000,chevrolet,cobalt ls,good,6,gas,200000,automatic,fwd,SUV,red,de
13747,6995,2006,chevrolet,impala,good,6,gas,44390,automatic,fwd,sedan,grey,de
13748,4995,2008,volkswagen,passat sedan,good,4,gas,130300,automatic,rwd,sedan,grey,de
13749,5995,2008,ford,escape,good,4,gas,119667,automatic,4wd,wagon,grey,de
13750,4495,2006,nissan,sentra,good,4,gas,142177,automatic,fwd,sedan,white,de
13751,4495,2006,mercury,milan,good,6,gas,132454,automatic,fwd,sedan,custom,de
13752,4995,2007,bmw,3 series,good,6,gas,164171,automatic,fwd,coupe,blue,de
13753,1995,2006,dodge,grand caravan,good,6,gas,160000,automatic,fwd,mini-van,blue,de
13754,2495,2005,chevrolet,malibu,good,4,gas,142000,automatic,fwd,sedan,blue,de
13755,5495,2017,chevrolet,cruze,excellent,4,gas,240000,automatic,fwd,sedan,black,de
13756,1995,2008,ford,focus,excellent,4,gas,130000,automatic,fwd,sedan,white,de
13757,4495,2003,honda,pilot,good,6,gas,147759,automatic,4wd,wagon,blue,de
13758,66000,2017,rover,supercharged,like new,8,gas,40600,automatic,4wd,SUV,black,de
13759,6500,1977,chrysler,new yorker,good,8,gas,45000,automatic,rwd,coupe,blue,de
13760,8500,2012,nissan,sentra sr sedan,excellent,4,gas,79200,automatic,fwd,sedan,silver,de
13761,2700,2005,jeep,liberty 4wd 4dr sport,good,6,gas,127000,automatic,4wd,SUV,blue,de
13762,2800,2007,ford,fusion se,fair,4,gas,183000,manual,fwd,sedan,purple,de
13763,9950,2013,ford,edge,excellent,6,gas,73000,automatic,fwd,SUV,grey,de
13764,7500,2014,ford,focus,like new,4,gas,16700,automatic,fwd,sedan,red,de
13765,6999,2011,subaru,impreza,good,4,gas,90663,manual,4wd,wagon,silver,de
13766,8500,2005,gmc,2500,fair,8,gas,265000,automatic,4wd,truck,grey,de
13767,2000,1999,volvo,v70,good,5,gas,200000,automatic,4wd,wagon,black,de
13768,13499,2017,nissan,sentra,excellent,4,gas,46206,automatic,fwd,sedan,custom,de
13769,22499,2017,dodge,durango,excellent,6,gas,99469,automatic,4wd,SUV,black,de
13770,15299,2018,nissan,sentra,excellent,4,gas,55772,automatic,fwd,sedan,custom,de
13771,16999,2017,volkswagen,tiguan,excellent,4,gas,65523,automatic,4wd,SUV,black,de
13772,16999,2017,subaru,crosstrek,excellent,4,gas,96445,automatic,4wd,SUV,red,de
13773,14749,2017,hyundai,elantra,excellent,4,gas,73510,automatic,fwd,sedan,blue,de
13774,16999,2011,dodge,durango,excellent,8,gas,72807,automatic,4wd,SUV,black,de
13775,13999,2012,nissan,armada,excellent,8,gas,124689,automatic,4wd,SUV,silver,de
13776,8450,2013,chrysler,300 awd,excellent,6,gas,121000,automatic,4wd,sedan,white,de
13777,3650,2001,volkswagen,jetta,good,4,gas,156000,automatic,fwd,sedan,blue,de
13778,6675,2010,honda,insight,good,4,hybrid,67751,automatic,fwd,hatchback,blue,de
13779,3350,2010,honda,fit sport hatchback,good,4,gas,246065,automatic,fwd,hatchback,black,de
13780,6300,2011,ford,fusion se,good,4,gas,100736,automatic,fwd,sedan,blue,de
13781,1500,1996,ford,mustang,fair,8,gas,180000,manual,rwd,coupe,red,de
13782,3500,2003,chevrolet,trailblazer,good,6,gas,180000,automatic,4wd,SUV,white,de
13783,2200,2000,mercury,grand marquis,good,4,gas,150000,manual,fwd,sedan,white,de
13784,10995,2014,volkswagen,passat,good,4,gas,86268,automatic,4wd,sedan,black,de
13785,3695,2010,nissan,altima,good,4,gas,228545,automatic,fwd,sedan,blue,de
13786,9495,2015,nissan,altima,good,4,gas,83823,automatic,fwd,sedan,black,de
13787,9995,2011,cadillac,srx,good,6,gas,104548,automatic,4wd,wagon,black,de
13788,3995,2006,nissan,xterra,good,6,gas,191763,automatic,4wd,wagon,brown,de
13789,12990,2015,mazda,cx-5,excellent,4,gas,115000,automatic,4wd,SUV,black,de
13790,23500,2015,ford,expedition,excellent,8,gas,131000,automatic,4wd,SUV,black,de
13791,12990,2014,acura,tsx,excellent,4,gas,105000,automatic,fwd,sedan,black,de
13792,26500,2013,jeep,wrangler,excellent,6,gas,121000,automatic,4wd,SUV,orange,de
13793,9990,2013,ford,edge,excellent,6,gas,129000,automatic,4wd,SUV,black,de
13794,13990,2013,mercedes-benz,c300,excellent,6,gas,105000,automatic,fwd,sedan,blue,de
13795,2700,2004,gmc,envoy,good,8,gas,214234,automatic,4wd,SUV,grey,de
13796,5300,2004,dodge,dakota,excellent,6,gas,134964,automatic,rwd,truck,silver,de
13797,3500,2010,nissan,sentra,excellent,4,gas,163302,automatic,fwd,sedan,black,de
13798,3965,2004,ford,explorer xlt 4x4,like new,6,gas,173000,automatic,4wd,SUV,white,de
13799,8499,2011,honda,civic,good,4,gas,86426,manual,fwd,coupe,black,de
13800,46990,2016,ram,4500,good,6,diesel,17619,automatic,rwd,truck,white,de
13801,49990,2015,ford,super duty f-550 drw,good,8,diesel,152701,automatic,4wd,truck,white,de
13802,33990,2012,ford,super duty f-250 srw,good,8,diesel,49678,automatic,4wd,truck,white,de
13803,26990,1998,mitsubishi,fuso fh211,good,4,diesel,166302,manual,rwd,truck,white,de
13804,21990,2005,ford,econoline commercial cutaway,good,8,gas,45554,automatic,rwd,truck,white,de
13805,33990,2007,chevrolet,cc4500,good,8,gas,77581,automatic,rwd,truck,white,de
13806,44990,2012,ford,super duty f-550 drw,good,8,diesel,52307,automatic,4wd,truck,white,de
13807,44990,2015,ram,5500,good,6,diesel,80733,automatic,4wd,truck,white,de
13808,27490,2006,mitsubishi,fuso fe145,good,4,diesel,96626,automatic,rwd,truck,green,de
13809,28490,2008,mitsubishi,fuso fe145,good,4,diesel,70643,automatic,rwd,truck,green,de
13810,20990,2010,ram,2500,good,8,gas,121850,automatic,4wd,truck,black,de
13811,26990,2008,chevrolet,cc4500,good,8,gas,100921,automatic,4wd,truck,white,de
13812,27990,2011,ford,f-750,good,6,diesel,123622,automatic,rwd,truck,white,de
13813,52990,2014,ford,super duty f-550 drw,good,8,diesel,15886,automatic,4wd,truck,white,de
13814,33990,2016,chevrolet,express commercial cutaway,good,8,gas,12398,automatic,rwd,truck,white,de
13815,26990,2016,chevrolet,express commercial cutaway,good,8,gas,75734,automatic,rwd,truck,white,de
13816,27990,2008,ford,econoline cargo van,good,8,gas,83459,automatic,rwd,truck,white,de
13817,20990,2006,chevrolet,express cargo van,good,8,diesel,134296,automatic,rwd,truck,white,de
13818,33990,2014,ford,super duty f-550 drw,good,8,diesel,136250,automatic,4wd,truck,white,de
13819,24990,2017,gmc,savana commercial cutaway,good,8,gas,136965,automatic,rwd,truck,white,de
13820,25990,2006,chevrolet,express cargo van,good,8,gas,73360,automatic,rwd,truck,white,de
13821,24990,2009,chevrolet,3500 lcf gas,good,8,gas,72789,automatic,rwd,truck,white,de
13822,29990,2011,ford,super duty f-450 drw,good,8,diesel,137481,automatic,4wd,truck,white,de
13823,14990,2012,ford,econoline,good,8,gas,67820,automatic,rwd,truck,white,de
13824,59990,2017,ford,super duty f-550 drw,good,8,diesel,31337,automatic,4wd,truck,white,de
13825,31990,2006,ford,super duty f-550 drw,good,8,diesel,59429,automatic,4wd,truck,red,de
13826,4490,2006,honda,civic ex,good,4,gas,103000,manual,fwd,coupe,blue,de
13827,5200,2009,ford,escape,excellent,6,gas,199000,automatic,4wd,SUV,white,de
13828,9400,1990,chevrolet,silverado,excellent,8,gas,127000,automatic,rwd,truck,custom,de
13829,7600,2014,mazda,3 skyactiv,excellent,4,gas,107000,automatic,fwd,sedan,grey,de
13830,6300,2010,dodge,journey sxt,good,6,gas,102000,manual,fwd,SUV,white,de
13831,31990,2017,ford,mustang gt coupe 2d,good,8,gas,19043,automatic,rwd,coupe,silver,de
13832,33990,2012,mercedes-benz,e-class e 63 amg,good,8,gas,88107,automatic,rwd,sedan,white,de
13833,7000,2012,chevrolet,malibu 1lt,excellent,4,gas,14224,automatic,fwd,sedan,custom,de
13834,6900,2009,toyota,camry xle,excellent,4,gas,138000,automatic,fwd,sedan,silver,de
13835,6500,2015,subaru,legacy 2.5i premium,excellent,4,gas,232100,automatic,4wd,sedan,custom,de
13836,4900,2004,chevrolet,trailblazer ls,excellent,6,gas,152000,automatic,4wd,SUV,black,de
13837,10995,2014,nissan,sentra,good,4,gas,66494,automatic,fwd,sedan,grey,de
13838,13995,2015,chrysler,200,good,6,gas,130021,automatic,4wd,sedan,brown,de
13839,10995,2011,kia,optima,good,4,gas,60681,automatic,fwd,sedan,blue,de
13840,15995,2014,ford,escape,good,4,gas,67358,automatic,fwd,SUV,black,de
13841,16495,2016,mazda,mazda3,good,4,gas,82960,automatic,fwd,hatchback,blue,de
13842,12995,2016,ford,focus,good,4,gas,63989,automatic,fwd,sedan,grey,de
13843,13495,2018,nissan,versa sedan,good,4,gas,67786,manual,fwd,sedan,silver,de
13844,150000,2009,ford,escape,good,4,gas,182415,automatic,fwd,SUV,custom,de
13845,3500,2006,jeep,commander,good,8,gas,146759,automatic,4wd,SUV,custom,de
13846,14295,2016,chevrolet,malibu,good,4,gas,107307,automatic,fwd,sedan,grey,de
13847,12495,2015,kia,forte,good,4,gas,78582,automatic,fwd,sedan,grey,de
13848,11995,2008,pontiac,g8,good,6,gas,100743,automatic,rwd,sedan,grey,de
13849,1500,1996,bmw,3-series,good,6,gas,140234,automatic,rwd,convertible,custom,de
13850,16595,2019,nissan,sentra,good,4,gas,27264,automatic,fwd,sedan,grey,de
13851,14995,2015,hyundai,sonata,good,4,gas,80875,automatic,fwd,sedan,red,de
13852,19895,2014,ford,explorer,good,6,gas,113096,automatic,4wd,wagon,white,de
13853,17980,1996,jaguar,xjs,excellent,6,gas,65982,automatic,rwd,convertible,custom,de
13854,2500,2003,chevrolet,malibu ls,good,6,gas,92700,automatic,fwd,sedan,black,de
13855,900,2010,mercury,mariner,fair,4,gas,288888,manual,fwd,SUV,black,de
13856,19900,1982,chevrolet,corvette convertible,like new,8,gas,18640,automatic,rwd,convertible,white,de
13857,3900,2010,nissan,versa sl,excellent,4,gas,219000,automatic,fwd,hatchback,white,de
13858,2000,1999,bmw,540i,good,8,gas,160000,automatic,rwd,sedan,black,de
13859,2000,2003,bmw,328i,good,6,gas,2580000,automatic,fwd,coupe,grey,de
13860,2495,2008,ford,focus,excellent,4,gas,130000,automatic,fwd,sedan,white,de
13861,5495,2008,buick,lucerne,like new,6,gas,110000,automatic,fwd,sedan,silver,de
13862,5195,2008,nissan,altima,good,4,gas,134923,automatic,fwd,sedan,grey,de
13863,5995,2013,chevrolet,sonic,good,4,diesel,124333,automatic,fwd,sedan,orange,de
13864,3995,2003,volkswagen,jetta sedan,good,4,gas,162210,automatic,fwd,sedan,red,de
13865,5750,2010,subaru,forester,good,4,gas,146100,automatic,4wd,SUV,silver,de
13866,7500,2001,chevrolet,s10 xtreme,excellent,6,gas,135642,automatic,rwd,truck,black,de
13867,16990,2012,jeep,wrangler,excellent,6,gas,188000,automatic,4wd,SUV,silver,de
13868,9990,2011,hyundai,veracruz,excellent,6,gas,149000,automatic,4wd,SUV,silver,de
13869,8795,2013,mazda,6,excellent,4,gas,116000,automatic,fwd,sedan,white,de
13870,7300,2011,buick,lucerne,good,6,gas,125617,automatic,fwd,sedan,silver,de
13871,3500,2000,ford,f-150,fair,8,gas,210100,automatic,4wd,truck,blue,de
13872,30000,2008,pontiac,g8,good,8,gas,18600,automatic,rwd,sedan,black,de
13873,4995,2003,infiniti,g35 sedan,good,6,gas,156256,automatic,4wd,sedan,custom,de
13874,6895,2011,infiniti,g37 sedan,good,6,gas,115818,automatic,4wd,sedan,silver,de
13875,16000,2014,audi,q5,good,4,gas,84000,automatic,4wd,SUV,black,de
13876,16500,2013,toyota,highlander limited,excellent,6,gas,104600,automatic,fwd,SUV,silver,de
13877,4300,2008,honda,civic,good,4,gas,128000,automatic,fwd,sedan,brown,de
13878,5400,2003,mercedes-benz,benz e320,excellent,6,gas,180149,automatic,rwd,sedan,silver,de
13879,11400,2015,volkswagen,passat,excellent,4,gas,70000,automatic,fwd,sedan,grey,de
13880,15500,2007,jeep,wrangler,good,6,gas,98000,automatic,4wd,SUV,silver,de
13881,4900,2004,honda,accord ex-l sedan,excellent,6,gas,165000,automatic,fwd,sedan,black,de
13882,7450,2006,acura,tl,excellent,6,gas,102915,automatic,fwd,sedan,grey,de
13883,11000,2005,bmw,6 convertible,good,8,gas,94000,automatic,rwd,coupe,silver,de
13884,10250,1999,ford,f-250 super duty,like new,8,diesel,219000,automatic,4wd,truck,white,de
13885,6000,2004,bmw,330ci,good,6,gas,103465,automatic,4wd,convertible,blue,de
13886,3975,2012,ford,escape xlt,good,4,gas,163934,automatic,fwd,SUV,grey,de
13887,29990,2003,ford,super duty f-550 drw,good,8,diesel,54703,manual,4wd,truck,red,de
13888,28990,2008,ford,super duty f-450 drw,good,8,gas,118078,automatic,rwd,truck,white,de
13889,38990,2013,chevrolet,express commercial cutaway,good,8,gas,134000,automatic,rwd,truck,white,de
13890,34990,2017,ram,2500,good,8,gas,135740,automatic,4wd,truck,white,de
13891,21990,2018,nissan,maxima,good,6,gas,25500,automatic,fwd,sedan,white,de
13892,24990,2008,ford,econoline cargo van,good,8,gas,139567,automatic,rwd,truck,white,de
13893,24990,2014,mitsubishi,fuso fe,good,4,diesel,117851,automatic,rwd,truck,white,de
13894,10990,2009,lexus,es 350,good,6,gas,102078,automatic,fwd,sedan,silver,de
13895,38990,2016,mitsubishi,fuso fe180,good,4,diesel,33474,automatic,rwd,truck,white,de
13896,8990,2013,chevrolet,equinox,good,4,gas,127100,automatic,fwd,wagon,black,de
13897,49990,2013,ford,super duty f-550 drw,good,8,diesel,98689,automatic,4wd,truck,white,de
13898,47990,2014,ford,super duty f-550 drw,good,8,diesel,39253,automatic,4wd,truck,white,de
13899,22990,2016,ford,econoline commercial cutaway,good,8,gas,181410,automatic,rwd,truck,white,de
13900,18990,2010,ford,econoline cargo van,good,8,gas,32988,automatic,rwd,van,white,de
13901,29990,2007,ford,super duty f-750 straight frame,good,8,diesel,124669,automatic,rwd,truck,white,de
13902,23990,2007,chevrolet,silverado 3500 classic,good,8,gas,32853,automatic,rwd,truck,white,de
13903,26990,2016,ford,super duty f-750 straight frame,good,8,diesel,201035,automatic,rwd,truck,white,de
13904,34990,2001,ford,super duty f-350 drw,good,8,diesel,70200,automatic,4wd,truck,custom,de
13905,31990,2013,ford,super duty f-250 srw,good,8,gas,101335,automatic,4wd,truck,white,de
13906,35990,2017,mitsubishi,fuso fe160,good,4,diesel,45925,automatic,rwd,truck,white,de
13907,7500,2011,hyundai,sonata,excellent,4,gas,95000,automatic,fwd,sedan,white,de
13908,15999,2013,bmw,5-series,good,4,gas,89559,automatic,4wd,sedan,white,de
13909,11500,2004,mercedes-benz,slk 230,excellent,4,gas,41400,automatic,rwd,convertible,grey,de
13910,6500,2008,mercury,sable,excellent,6,gas,57000,automatic,4wd,sedan,custom,de
13911,7800,2006,jaguar,xj8l,good,8,gas,136000,automatic,rwd,sedan,green,de
13912,2800,2002,chevrolet,express 3500 cargo van,fair,8,gas,285961,automatic,rwd,van,white,de
13913,19995,2016,ford,focus st,excellent,4,gas,19500,manual,fwd,hatchback,grey,de
13914,25999,2017,infiniti,qx60,excellent,6,gas,60000,manual,4wd,SUV,black,de
13915,13899,2001,bmw,z3 2.5i,excellent,6,gas,45000,manual,rwd,convertible,silver,de
13916,6500,2009,chevrolet,silverado,good,8,gas,250000,automatic,rwd,truck,white,de
13917,14999,2014,bmw,x3,good,4,gas,70277,automatic,4wd,SUV,black,de
13918,18900,2001,ford,excursion,good,8,diesel,152348,automatic,rwd,SUV,white,de
13919,5000,2005,chrysler,crossfire,good,6,gas,169000,manual,fwd,convertible,red,de
13920,7895,2003,lexus,ls 430,excellent,8,gas,137000,automatic,rwd,sedan,silver,de
13921,10500,2001,jeep,wrangler sport,good,6,gas,128000,manual,4wd,SUV,yellow,de
13922,11600,2009,acura,rl awd,excellent,6,gas,122000,automatic,fwd,sedan,green,de
13923,5000,2011,nissan,pathfinder le 4x4,good,4,gas,101000,automatic,fwd,sedan,black,de
13924,11000,2010,mercedes-benz,benz e350 4matic,excellent,6,gas,152000,automatic,4wd,sedan,white,de
13925,6000,2003,honda,accord,good,4,gas,73100,automatic,fwd,coupe,silver,de
13926,5995,2010,nissan,altima,good,4,gas,157835,automatic,fwd,sedan,silver,de
13927,2695,1997,chevrolet,tahoe,good,8,gas,177779,automatic,fwd,wagon,green,de
13928,2495,2006,nissan,altima,good,4,gas,160814,automatic,fwd,sedan,silver,de
13929,38590,2012,chevrolet,corvette grand sport,good,8,gas,32086,automatic,rwd,convertible,white,de
13930,9500,2008,cadillac,cts,like new,6,gas,42807,automatic,4wd,sedan,silver,de
13931,10600,2008,bmw,z4,excellent,6,gas,127000,automatic,rwd,convertible,red,de
13932,6000,2009,honda,accord,excellent,4,gas,144500,automatic,fwd,sedan,black,de
13933,6999,2013,mazda,mazda2,good,4,gas,89189,automatic,fwd,wagon,green,de
13934,43990,2019,chevrolet,silverado 1500 double,good,8,gas,7590,automatic,4wd,truck,silver,de
13935,25695,2018,toyota,rav4,excellent,4,gas,43000,automatic,4wd,SUV,red,de
13936,6900,1985,buick,riviera,excellent,8,gas,37000,automatic,fwd,coupe,red,de
13937,1500,2007,ford,focus,fair,4,gas,161905,automatic,fwd,sedan,red,de
13938,7000,2008,mercedes-benz,benz,good,6,gas,97000,automatic,rwd,coupe,silver,de
13939,4600,2003,jeep,liberty,excellent,6,gas,145050,automatic,4wd,SUV,red,de
13940,4800,2004,chevrolet,trailblazer,excellent,6,gas,139845,automatic,4wd,SUV,black,de
13941,4800,2004,chevrolet,trailblazer,excellent,6,gas,150369,automatic,4wd,SUV,grey,de
13942,3600,2004,chevrolet,trailblazer ext,good,6,gas,182820,automatic,4wd,SUV,red,de
13943,4800,2004,chevrolet,trailblazer,good,6,gas,156473,automatic,4wd,SUV,blue,de
13944,4995,2010,honda,odyssey,good,6,gas,176878,automatic,fwd,van,black,de
13945,2995,2004,hyundai,santa fe,good,6,gas,158269,automatic,4wd,wagon,black,de
13946,6995,2013,kia,sorento,good,4,gas,130124,automatic,fwd,wagon,white,de
13947,5100,2008,jeep,grand cherokee,good,6,gas,138000,automatic,4wd,SUV,white,de
13948,5300,2010,gmc,terrain sle,excellent,6,gas,155000,automatic,fwd,SUV,silver,de
13949,11500,1978,chevrolet,corvette,excellent,8,gas,40000,manual,rwd,coupe,blue,de
13950,4200,2003,honda,element ex,excellent,4,gas,180000,automatic,4wd,SUV,brown,de
13951,2200,2000,gmc,yukon denali xl,excellent,8,gas,182456,automatic,rwd,truck,white,de
13952,2250,1995,toyota,celica,good,4,gas,199200,automatic,fwd,convertible,blue,de
13953,7500,2008,honda,accord,excellent,6,gas,125000,automatic,fwd,sedan,grey,de
13954,14700,2014,ford,f-150 xlt,excellent,8,gas,230223,automatic,rwd,truck,blue,fl
